id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0490,medical diagnosis,a superficial similarity is mentioned. This clearly proves gout. Therefore the conclusion is certain.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.575,0.275,0.151,0.596,0.528,0.029,0.297,0.731
dcw_0169,consumer dispute,"a vague symptom suggests a possibility, so the explanation concludes refund entitlement without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.971,0.166,0.333,0.697,0.501,0.426,0.256,0.879
dcw_0900,technical troubleshooting,"prior measurements provides evidence, while a known confounder acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.321,0.829,0.373,0.377,0.321,0.754,0.383,0.254
dcw_0042,travel planning,"an unverified assumption suggests a possibility, so the explanation concludes weather-related risk without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.604,0.087,0.042,0.791,0.881,0.102,0.076,0.768
dcw_0642,technical troubleshooting,The explanation preserves the contrast between OAuth token failure and SSL certificate problem. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.122,0.949,0.405,0.173,0.031,0.553,0.835,0.078
dcw_0279,financial reasoning,The reasoning jumps from a single ambiguous clue to high-risk investment. No competing explanation is discussed.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.941,0.221,0.345,0.962,0.64,0.122,0.202,0.574
dcw_0522,technical troubleshooting,"prior measurements suggests OAuth token failure, but a policy exception weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.235,1,0.401,0.339,0.404,0.62,0.73,0.416
dcw_0319,technical troubleshooting,an unverified assumption is mentioned. This clearly proves Nginx routing error. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.722,0.432,0.214,0.831,0.614,0.132,0.053,0.987
dcw_0792,consumer dispute,The explanation preserves the contrast between settlement eligibility and misrepresentation. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.298,0.811,0.584,0.186,0.449,0.552,0.472,0.48
dcw_0816,legal complaint,"The claim is supported by retrieved documents. However, valid small-claims escalation remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.036,0.97,0.623,0.522,0.174,0.674,0.703,0.076
dcw_0602,financial reasoning,"retrieved documents provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.209,0.873,0.541,0.072,0.131,0.793,0.861,0.022
dcw_0247,legal complaint,"Although an alternative explanation could be relevant, it is ignored. Since an unverified assumption appears, bank chargeback eligibility must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.849,0.149,0.103,0.978,0.809,0.261,0.196,0.888
dcw_0153,technical troubleshooting,"a superficial similarity suggests a possibility, so the explanation concludes SSL certificate problem without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.821,0.313,0.168,0.63,0.699,0.176,0.257,0.835
dcw_0555,medical diagnosis,The explanation preserves the contrast between colon cancer and a medication side effect. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.0,0.765,0.865,0.286,0.352,0.813,0.539,0.317
dcw_0409,consumer dispute,an unverified assumption is mentioned. This clearly proves service non-performance. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.6,0.061,0.267,0.867,0.779,0.022,0.115,0.602
dcw_0274,consumer dispute,a superficial similarity is mentioned. This clearly proves service non-performance. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.678,0.373,0.32,0.707,0.982,0.152,0.212,0.638
dcw_0796,financial reasoning,"The claim is supported by prior measurements. However, expense misclassification remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.119,0.946,0.882,0.492,0.211,0.525,0.86,0.0
dcw_0197,medical diagnosis,"colon cancer is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.982,0.168,0.33,0.728,0.551,0.166,0.017,0.621
dcw_0258,legal complaint,a vague symptom is mentioned. This clearly proves valid small-claims escalation. Therefore the conclusion is certain.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.834,0.366,0.203,0.896,0.606,0.02,0.091,0.952
dcw_0124,financial reasoning,The reasoning jumps from a vague symptom to portfolio concentration risk. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.666,0.084,0.09,0.906,0.784,0.417,0.061,0.935
dcw_0769,legal complaint,"log messages suggests breach of warranty, but a policy exception weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.265,0.629,0.586,0.261,0.268,0.679,0.722,0.126
dcw_0345,technical troubleshooting,a superficial similarity is mentioned. This clearly proves database schema mismatch. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.806,0.042,0.281,0.864,0.549,0.171,0.079,0.895
dcw_0586,legal complaint,"The claim is supported by log messages. However, breach of warranty remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.217,0.9,0.804,0.047,0.063,0.868,0.83,0.449
dcw_0322,legal complaint,"breach of warranty is asserted as the central conclusion, while the available evidence is only one anecdotal report.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.823,0.276,0.209,0.654,0.513,0.044,0.096,0.61
dcw_0542,financial reasoning,"The claim is supported by transaction records. However, income stability remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.054,0.744,0.722,0.05,0.311,0.93,0.856,0.421
dcw_0968,technical troubleshooting,"Because observed symptoms and prior measurements both support OAuth token failure, and the alternative SSL certificate problem is considered, the conclusion is cautiously accepted.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.171,0.642,0.482,0.249,0.313,0.465,0.313,0.345
dcw_0973,financial reasoning,"retrieved documents provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.224,0.817,0.672,0.392,0.368,0.479,0.367,0.482
dcw_0785,financial reasoning,"transaction records suggests income stability, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.278,0.869,0.29,0.441,0.39,0.814,0.492,0.228
dcw_0150,financial reasoning,The reasoning jumps from a vague symptom to expense misclassification. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.8,0.184,0.009,0.709,0.547,0.329,0.04,0.723
dcw_0703,financial reasoning,"prior measurements provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.38,0.462,0.496,0.429,0.15,0.644,0.748,0.035
dcw_0851,legal complaint,"retrieved documents provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.241,0.879,0.436,0.235,0.371,0.854,0.595,0.36
dcw_0689,legal complaint,"observed symptoms provides evidence, while a policy exception acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.372,0.859,0.332,0.019,0.194,0.83,0.893,0.073
dcw_0101,financial reasoning,"Although an alternative explanation could be relevant, it is ignored. Since a weak correlation appears, expense misclassification must be true.",hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.752,0.167,0.054,0.585,0.569,0.202,0.11,0.675
dcw_0437,medical diagnosis,"Although a known confounder could be relevant, it is ignored. Since a single ambiguous clue appears, colon cancer must be true.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.723,0.19,0.209,0.583,0.778,0.029,0.326,0.762
dcw_0829,technical troubleshooting,"The claim is supported by log messages. However, OAuth token failure remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.329,0.936,0.868,0.305,0.224,0.52,0.897,0.258
dcw_0494,scientific explanation,The reasoning jumps from a weak correlation to experimental artifact. No competing explanation is discussed.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.638,0.09,0.318,0.903,0.671,0.367,0.243,0.992
